Station Code,State,District,Block,Latitude,Longitude,Month,Groundwater Level,Avg Temperature (°C),Total Rainfall (mm),Soil pH,Clay (%),Sand (%),Silt (%),Organic Carbon (g/kg),Nitrogen (g/kg)
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-06,10.69,25.69263888888889,74.9,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-07,9.37,24.485483870967744,108.0,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-08,13.65,23.741666666666667,168.1,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-09,11.56,23.66763888888889,92.3,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-10,8.69,23.241666666666667,178.4,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-11,9.13,21.918055555555554,59.5,6.7,19.7,49.4,11.0,10.2,0.8
130115,Karnataka,Chikkaballapura,Bagepalli,13.843989,77.841733,2025-12,10.94,20.188978494623658,9.0,6.7,19.7,49.4,11.0,10.2,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-01,93.95,21.384274193548386,30.3,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-02,82.93,21.928571428571427,16.4,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-03,72.93,25.874865591397853,0.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-04,67.43,28.06930555555556,19.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-05,68.02,27.65067204301075,87.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-06,69.0,26.003194444444443,85.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-07,63.0,24.761424731182796,179.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-08,72.0,25.096102150537636,123.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-09,83.0,25.246805555555557,78.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-10,79.7,23.95255376344086,200.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-11,26.65,21.841805555555556,314.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2021-12,5.6,20.824193548387097,25.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-01,10.9,21.83521505376344,13.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-02,7.0,22.706994047619048,0.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-03,7.2,25.822580645161292,1.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-04,8.1,28.24111111111111,6.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-05,9.55,26.65766129032258,101.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-06,8.49,25.88583333333333,64.4,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-07,7.9,24.678360215053765,93.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-08,6.6,24.592741935483872,146.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-09,5.5,24.570833333333333,76.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-10,4.3,22.922580645161293,126.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-11,5.8,21.30527777777778,109.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2022-12,5.1,21.02271505376344,77.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-01,6.1,20.754301075268817,0.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-02,7.0,23.249702380952378,0.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-03,7.2,25.6372311827957,27.3,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-04,8.1,28.36125,15.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-05,8.8,28.26935483870968,58.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-06,8.8,27.857083333333332,47.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-07,9.6,25.06801075268817,101.60000000000001,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-08,9.7,26.961155913978494,41.300000000000004,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-09,10.2,25.822916666666668,142.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-10,8.4,25.774327956989247,25.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-11,8.5,23.28236111111111,120.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2023-12,8.65,21.454973118279568,30.900000000000002,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-01,8.89,22.383467741935483,6.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-02,10.6,24.782902298850576,0.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-03,12.7,28.371236559139785,0.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-04,13.95,30.80513888888889,0.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-05,14.97,29.076747311827955,96.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-06,9.4,26.28097222222222,84.3,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-07,10.19,25.131317204301077,88.7,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-08,9.3,25.302956989247313,145.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-09,9.6,25.495833333333334,41.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-10,7.7,23.824596774193548,207.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-11,6.9,22.419305555555557,42.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2024-12,6.43,22.015456989247312,84.8,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-01,10.85,20.880510752688174,3.1,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-02,9.75,23.581845238095237,0.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-03,10.13,26.61021505376344,2.2,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-04,11.35,28.466250000000002,8.3,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-05,9.85,27.56639784946237,67.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-06,5.14,26.618888888888886,47.5,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-07,8.26,25.52728494623656,100.4,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-08,9.91,24.555645161290325,133.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-09,4.74,24.814999999999998,98.6,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-10,2.82,23.81088709677419,192.0,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-11,2.8,22.490972222222222,41.9,6.7,19.9,47.7,11.7,8.0,0.8
130116,Karnataka,Chikkaballapura,Bagepalli,13.704381,78.096547,2025-12,9.29,20.429166666666667,19.8,6.7,19.9,47.7,11.7,8.0,0.8
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-01,74.83,21.08481182795699,28.7,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-02,63.83,21.64627976190476,11.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-03,60.3,25.664381720430107,0.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-04,71.3,27.687361111111112,19.3,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-05,79.0,27.083736559139783,82.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-06,69.47,25.145833333333332,116.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-07,62.8,23.859005376344083,188.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-08,65.7,24.139247311827955,138.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-09,67.4,24.26388888888889,63.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-10,48.2,23.311290322580643,230.20000000000002,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-11,15.4,21.433194444444442,266.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2021-12,7.8,20.49959677419355,21.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-02,13.2,22.40952380952381,0.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-03,24.9,25.599462365591396,1.4,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-04,17.65,27.991944444444446,4.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-05,11.0,25.878225806451614,88.4,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-06,8.3,25.07277777777778,65.7,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-07,12.9,23.733602150537635,120.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-08,11.0,23.67016129032258,144.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-09,10.2,23.545694444444447,77.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-10,5.9,22.264112903225808,156.4,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-11,6.1,20.898194444444446,122.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2022-12,6.8,20.64462365591398,74.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-01,8.1,20.56733870967742,0.6000000000000001,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-02,10.2,23.12544642857143,0.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-03,11.0,25.376747311827955,9.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-04,11.4,28.06388888888889,17.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-05,8.0,27.536021505376343,59.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-06,10.0,27.19763888888889,43.1,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-07,13.1,24.050806451612903,109.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-08,16.4,25.943817204301077,44.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-09,13.5,24.971944444444443,133.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-10,11.7,25.469489247311827,17.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-11,10.1,23.01,111.7,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2023-12,10.4,21.303225806451614,18.400000000000002,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-01,15.9,22.25228494623656,3.8000000000000003,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-02,18.9,24.716522988505748,0.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-03,21.5,28.17983870967742,0.9,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-04,45.6,30.537638888888885,0.6,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-05,51.02,28.47231182795699,99.3,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-06,40.83,25.421111111111113,93.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-07,45.63,24.204301075268816,109.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-08,56.68,24.546639784946237,115.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-09,67.28,24.586111111111112,49.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-10,86.93,23.30228494623656,194.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-11,99.57,21.947916666666668,49.9,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2024-12,102.62,21.526881720430108,68.3,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-01,103.94,20.432526881720428,3.2,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-02,100.25,23.211607142857144,0.0,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-03,96.47,26.308467741935484,1.1,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-04,98.35,27.627916666666664,9.200000000000001,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-05,96.35,26.61720430107527,91.5,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-06,95.0,25.500138888888888,50.9,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-07,83.97,24.346236559139783,98.1,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-08,72.25,23.582123655913975,141.7,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-09,59.31,23.63861111111111,91.8,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-10,64.94,23.088037634408604,204.9,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-11,61.91,21.739305555555553,45.9,6.7,17.8,56.4,12.1,8.4,0.9
130117,Karnataka,Chikkaballapura,Bagepalli,13.762239,77.952703,2025-12,60.19,19.876881720430106,13.8,6.7,17.8,56.4,12.1,8.4,0.9
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-01,56.2,21.563440860215056,17.9,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-02,70.1,22.15,10.8,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-03,79.35,26.18037634408602,0.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-04,97.45,27.898194444444446,20.2,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-05,87.95,26.98024193548387,81.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-06,79.7,25.00722222222222,100.1,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-07,70.7,23.773655913978494,175.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-08,37.7,24.023521505376344,122.9,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-09,57.3,24.099583333333335,91.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-10,42.4,23.34543010752688,216.9,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-11,69.99,21.70013888888889,274.1,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2021-12,49.45,20.88924731182796,13.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-01,66.85,21.794220430107526,7.6000000000000005,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-02,85.5,22.98735119047619,0.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-03,106.1,26.103360215053765,0.4,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-04,96.1,28.360277777777778,2.6,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-05,108.9,25.83655913978495,121.2,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-06,84.5,24.97597222222222,73.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-07,107.8,23.596236559139783,129.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-08,68.1,23.58077956989247,179.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-09,62.0,23.484305555555558,96.8,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-10,52.7,22.333198924731185,164.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-11,48.2,21.221805555555555,97.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2022-12,46.2,21.005913978494622,62.6,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-01,57.5,21.030376344086022,0.8999999999999999,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-02,60.1,23.62827380952381,0.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-03,61.5,25.750940860215056,9.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-04,97.7,28.496944444444445,13.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-05,107.0,27.30860215053763,91.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-06,104.5,26.900694444444444,46.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-07,99.1,23.980376344086025,144.6,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-08,125.2,25.846774193548388,49.800000000000004,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-09,128.2,24.807222222222222,105.9,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-10,74.0,25.795026881720432,17.900000000000002,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-11,84.6,23.50375,94.6,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2023-12,95.6,21.899327956989247,16.9,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-01,95.8,22.84784946236559,2.3000000000000003,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-02,97.8,25.341954022988507,0.1,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-03,99.15,28.763978494623657,0.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-04,119.18,30.837361111111115,0.2,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-05,110.01,28.58548387096774,127.2,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-06,105.32,25.33375,95.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-07,104.37,24.086424731182795,160.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-08,88.85,24.3875,166.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-09,84.95,24.455694444444443,76.5,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-10,61.41,23.46854838709677,189.8,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-11,59.26,22.269722222222224,33.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2024-12,56.22,21.974327956989246,49.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-01,73.29,21.01290322580645,1.7000000000000002,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-02,75.15,23.58764880952381,0.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-03,76.26,26.519623655913975,0.30000000000000004,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-04,73.46,28.101944444444445,16.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-05,70.26,26.923790322580643,80.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-06,68.95,25.609305555555558,69.0,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-07,65.28,24.465725806451612,129.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-08,62.37,23.7247311827957,145.1,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-09,55.05,23.626805555555556,107.7,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-10,38.89,23.329301075268816,187.3,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-11,50.38,22.06277777777778,45.8,,,,,,
130118,Karnataka,Chikkaballapura,Bagepalli,13.783394,77.795461,2025-12,55.26,20.377419354838707,6.800000000000001,,,,,,
